"RT @EmeraldRobinson: My list of GOP senators to watch on impeaching Trump:

The obvious ones: Romney, Burr, Lee, Sasse, Tillis, Rubio, Murk…",140,Thu Nov 14 07:10:12 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @TheDweck: “Out of the hundreds of people Jeffrey Dahmer met in his life, he only killed and ate 17” https://t.co/NIz65vRNo0",127,Thu Nov 14 07:10:12 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @ResistanceRules: Who says crime doesn't pay?

The scam appears to be fairly basic. The Trumps raised money for the inauguration and the…",140,Thu Nov 14 07:10:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"RT @fawfulfan: Y'all.

Merrick Garland just ruled Trump has to turn over his accounting records to Congress.

THAT Merrick Garland. https:/…",140,Thu Nov 14 07:10:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"RT @AJentleson: @SteveKornacki But Joe Biden yells a lot, including at Warren in the last debate, and threatens to “beat the hell out of” T…",140,Thu Nov 14 07:10:12 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,,,en
RT @BalueCat: ‘It takes a small mind to want to out a whistleblower’: Rachel Maddow blasts Trump and GOP | Raw Story https://t.co/OqHRHRkx9…,140,Thu Nov 14 07:10:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
RT @MaxBoot: Taylor's testimony blows out of the water Republican attempts to provide an alibi for Trump. My comments on @CNNTonight. https…,140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @IngeStark3: @agavecorn Trump killed the GOP, with lots
of $$.",65,Thu Nov 14 07:10:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
RT @PressSec: Rep Turner rightly points out that the first 2 “star” witnesses in this impeachment sham have never even spoken to @POTUS. Th…,140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"RT @EvanMcMullin: As he demonstrated again today, Chris Stewart has become one of Washington’s biggest enablers of Trump’s corruption and i…",140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
Urban Mystic Page 2: What is Trump's Crime? https://t.co/L136iHrW99,67,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,,,en
"RT @JohnFinagin: Appalled by Lord Black on @itvpeston that state schools are little more than day care centres.

My students have gone on t…",140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
RT @RobertMaguire_: Trump's company has probably violated the Foreign Corrupt Practices Act https://t.co/fij1BmzxFc https://t.co/eG5FbIzAvX,139,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"@RepAlGreen @cspan U DONT SPEAK U SHOUT LIKE A HYSTERICAL TDS LEFTY LOONIE SOCIALIST.
VOTE TRUMP 2020. KAG.
DRAIN T… https://t.co/5RWtx2OlX3",140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"Topdiplomaat presenteert weer nieuw bewijs tegen Trump tijdens hoorzitting
 https://t.co/cuBisCtZgU",99,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,0,,,nl
"RT @usa: San Francisco, California! https://t.co/LOV79ZeEnQ",59,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,it
"RT @kyledcheney: GOP has decided that their best argument is that the military aid was released on Sept. 11.

This requires ignoring two th…",140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @COsweda: @DNC @realDonaldTrump @TheOfficerTatum ""It's always great to be underestimated.""

--Donald John Trump

END https://t.co/Bhdl9S…",140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
RT @DrPaulGosar: Team USA.  All the way. https://t.co/UT9VHljQ1P,64,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @DebtContract: If your cunt wife/gf nagged at you today, send iTunes/Amazon GC USA to: Debtcontract@yahoo.com

Revenge is sweet

Promo:…",139,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @UmbertoNew: FERMI TUTTI: FACCIO #OUTING!!!
Mi cospargo il capo di cenere e confesso...
Sono ETERO!!!
Lo so... di questi tempi è vergogn…",140,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,it
RT @Reuters: U.S. senators push for vote on Hong Kong rights bill as violence rises https://t.co/28mip9TyKD https://t.co/V3tS9Jf58x,131,Thu Nov 14 07:10:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
RT @Josh_Moon: This dumb shit is how a corrupt carnival barker became the leader of the free world. You bunch of 3-year-olds having to be c…,140,Thu Nov 14 07:10:14 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
RT @PalmerReport: Two more key impeachment witnesses have apparently just come forward to testify against Donald Trump   https://t.co/6wJVz…,140,Thu Nov 14 07:10:14 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @TulsiGabbard: Trump: ""I think the president (Erdogan) has a great relationship with the Kurds … they're taken care of."" What world does…",140,Thu Nov 14 07:10:14 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
RT @pjkate: WATCH: Hammer On ‘Tipping Point With Liz Wheeler’: The Deep AND Shallow States Are Both Out For Trump https://t.co/8LRacy3C91,137,Thu Nov 14 07:11:17 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
RT @MissILmom: This by Far was the Best show that FOX has had. I was Honored to be part of a Swearing in through DAR and it was Very moving…,140,Thu Nov 14 07:11:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"RT @girlsreallyrule: Jim Jordan: ...we will never be able to question the person who started all of this

Rep. Welch: I'd be glad to have t…",140,Thu Nov 14 07:11:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
RT @aocenespanol: Donald Trump abusó el poder del gobierno de E.E.U.U. para extorsionar a Ucrania para debilitar las elecciones del 2020.…,138,Thu Nov 14 07:11:17 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,es
RT @thehill: Poll: Almost 50 percent of Americans in battleground states support impeaching and removing Trump https://t.co/hQ3wuwSnmi http…,140,Thu Nov 14 07:11:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"RT @myworldmysun: Bribe, Blackmail &amp; Extortion
Do Not Have Yo Be Successful
For You To Be Guiltily &amp; Charged For Doing It https://t.co/LXbg…",148,Thu Nov 14 07:11:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"RT @kyledcheney: GOP has decided that their best argument is that the military aid was released on Sept. 11.

This requires ignoring two th…",140,Thu Nov 14 07:11:17 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,0,,,en
"RT @Education4Libs: Dear liberals,

If Joe Biden hadn’t threatened to withhold 1 billion dollars from Ukraine, Trump wouldn’t be in trouble…",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
WOW!,4,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,und
RT @RepMcGovern: Let's be clear: the violence is being escalated by the #HongKongPolice &amp; their violent crackdown. Millions of Hong Kongers…,144,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
@CORWIG3 @ax5050fox @Kai_ValCA @robbystarbuck Did Trump ask a foreign entity for help in winning a US election? Tha… https://t.co/hE2XRgOSPj,140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @KerrrryC: Hundreds of students protesting Lara Trump and Charlie Kirl event at NC State right now.

So much energy!
Let's show them our…",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"RT @studiesincrap: The great American public, awaking each morning hungry for pizzazz and bedazzlement and the ol' razzle dazzle https://t.…",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @kylegriffin1: David Holmes, the official who heard that Trump-Sondland call, received an award from the State Dept. in 2014 for speakin…",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"RT @essenviews: Women for Trump co-chair claims women ""are truly equal for the first time ever"" thanks to the president: ""He has been the w…",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,0,,,en
RT @linda72135856: @McFaul Why were Amb. Sondland &amp;  Mr. Trump (among others?) so casual about protecting our national security that they u…,144,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @BrianKarem: So, the Democrats colluded with Russia to elect . . . @realDonaldTrump? https://t.co/tLZbcLot9Y",111,Thu Nov 14 07:18:41 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
RT @MalcolmNance: Trump is a serious national security risk. His cellphone conversations are in Putin’s hands almost instantaneously when h…,140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"RT @NewDayForNJ: Let’s be crystal clear Ambassador Taylor, President Trump sets Ukraine policy, not you — Your  'strong reservations' are N…",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"@marcorubio Dear Senator Rubio, 
Very appreciate your care and effort to hongkonger.
I support Mr Trump and US gove… https://t.co/sfWUWWtiFM",140,Thu Nov 14 07:18:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
RT @ManlnTheHoody: trump had secret channels working on interfering with the 2020 elections by extorting ukraine and then for no reason wha…,140,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
RT @BuckSexton: So a rumor allegedly passed on in a bar is enough to justify a full on FBI investigation of a presidential candidate when i…,140,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
RT @watts4congress: By all means @realDonaldTrump - Congress would be happy to have you testify under oath. https://t.co/BjnfKxz7tE,131,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @funder: BREAKING: White House official says aides were caught completely off guard by Ambassador Taylor’s testimony, when he confirmed…",139,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"RT @Phil_Mattingly: @jeremyherb @mkraju Taylor says Sondland was talking to Pres. Trump on a cell phone, and Taylor's staffer could overhea…",140,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,en
"RT @NBCNews: President Trump compares some DACA recipients to ""hardened criminals"" in Tuesday morning tweet, but said if the Supreme Court…",139,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
RT @tribelaw: .@RepAdamSchiff is doing a masterful job clearing away the misimpression the GOP questioning had created that Trump was just…,139,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @RobertMaguire_: In just under three years in office, Trump has paid or been ordered to pay $27 million in legal settlements for fraud a…",140,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
"RT @CREWcrew: Thrilled by the release of stolen Democratic emails in mid-2016, Trump campaign chairman Paul Manafort said he’d brief Donald…",140,Thu Nov 14 07:18:42 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,en
"@Aurablade ""I miss l'époque when Pokémon était much more simple, where il y avait only Pikachu and Agumon"" -Donald… https://t.co/MeGkwcaYCD",139,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,fr
"RT @HouseIntel: Today we heard from Ambassador Bill Taylor and George Kent in the first public hearing of the impeachment inquiry.
 
The ta…",140,Thu Nov 14 07:18:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,en
